track,week,concept,concept_key,search_url,status,video_id,duration_min,creator,why
cybersecurity,7,Service enumeration,service-enumeration,https://www.youtube.com/results?search_query=Service+enumeration+tutorial+explained,,,,,
cybersecurity,7,Kerberos attacks,kerberos-attacks,https://www.youtube.com/results?search_query=Kerberos+attacks+tutorial+explained,,,,,
cybersecurity,8,Bug-bounty report anatomy,bug-bounty-report-anatomy,https://www.youtube.com/results?search_query=Bug-bounty+report+anatomy+tutorial+explained,,,,,
cybersecurity,8,Pentest reports,pentest-reports,https://www.youtube.com/results?search_query=Pentest+reports+tutorial+explained,,,,,
cybersecurity,9,What to log,what-to-log,https://www.youtube.com/results?search_query=What+to+log+tutorial+explained,,,,,
cybersecurity,9,SIEM concepts,siem-concepts,https://www.youtube.com/results?search_query=SIEM+concepts+tutorial+explained,,,,,
cybersecurity,9,Splunk,splunk,https://www.youtube.com/results?search_query=Splunk+tutorial+explained,,,,,
cybersecurity,10,The SANS IR lifecycle,the-sans-ir-lifecycle,https://www.youtube.com/results?search_query=The+SANS+IR+lifecycle+tutorial+explained,,,,,
cybersecurity,10,Memory forensics with Volatility,memory-forensics-with-volatility,https://www.youtube.com/results?search_query=Memory+forensics+with+Volatility+tutorial+explained,,,,,
cybersecurity,10,Log timeline analysis,log-timeline-analysis,https://www.youtube.com/results?search_query=Log+timeline+analysis+tutorial+explained,,,,,
cybersecurity,11,OS hardening baselines,os-hardening-baselines,https://www.youtube.com/results?search_query=OS+hardening+baselines+tutorial+explained,,,,,
cybersecurity,11,Open-source EDR,open-source-edr,https://www.youtube.com/results?search_query=Open-source+EDR+tutorial+explained,,,,,
cybersecurity,11,Disk encryption,disk-encryption,https://www.youtube.com/results?search_query=Disk+encryption+tutorial+explained,,,,,
cybersecurity,12,Threat intelligence,threat-intelligence,https://www.youtube.com/results?search_query=Threat+intelligence+tutorial+explained,,,,,
cybersecurity,12,IOCs (Indicators of Compromise),iocs-indicators-of-compromise,https://www.youtube.com/results?search_query=IOCs+%28Indicators+of+Compromise%29+tutorial+explained,,,,,
cybersecurity,12,Threat-intel feeds,threat-intel-feeds,https://www.youtube.com/results?search_query=Threat-intel+feeds+tutorial+explained,,,,,
cybersecurity,13,Shared Responsibility Model,shared-responsibility-model,https://www.youtube.com/results?search_query=Shared+Responsibility+Model+tutorial+explained,,,,,
cybersecurity,13,Public S3 buckets,public-s3-buckets,https://www.youtube.com/results?search_query=Public+S3+buckets+tutorial+explained,,,,,
cybersecurity,13,Cloud-native scanners,cloud-native-scanners,https://www.youtube.com/results?search_query=Cloud-native+scanners+tutorial+explained,,,,,
cybersecurity,14,Container escape vulnerabilities,container-escape-vulnerabilities,https://www.youtube.com/results?search_query=Container+escape+vulnerabilities+tutorial+explained,,,,,
cybersecurity,14,Pod Security Standards (replaced PSPs),pod-security-standards-replaced-psps,https://www.youtube.com/results?search_query=Pod+Security+Standards+%28replaced+PSPs%29+tutorial+explained,,,,,
cybersecurity,15,Shift-left security,shift-left-security,https://www.youtube.com/results?search_query=Shift-left+security+tutorial+explained,,,,,
cybersecurity,15,SCA (Software Composition Analysis),sca-software-composition-analysis,https://www.youtube.com/results?search_query=SCA+%28Software+Composition+Analysis%29+tutorial+explained,,,,,
cybersecurity,15,IaC scanning,iac-scanning,https://www.youtube.com/results?search_query=IaC+scanning+tutorial+explained,,,,,
cybersecurity,16,Threat modelling methodologies,threat-modelling-methodologies,https://www.youtube.com/results?search_query=Threat+modelling+methodologies+tutorial+explained,,,,,
cybersecurity,16,Trust boundaries,trust-boundaries,https://www.youtube.com/results?search_query=Trust+boundaries+tutorial+explained,,,,,
cybersecurity,16,Likelihood + impact rating,likelihood-impact-rating,https://www.youtube.com/results?search_query=Likelihood+%2B+impact+rating+tutorial+explained,,,,,
cybersecurity,17,Secure coding patterns,secure-coding-patterns,https://www.youtube.com/results?search_query=Secure+coding+patterns+tutorial+explained,,,,,
cybersecurity,17,Writing custom Semgrep rules for your codebase's patterns,writing-custom-semgrep-rules-for-your-codebase-s,https://www.youtube.com/results?search_query=Writing+custom+Semgrep+rules+for+your+codebase%27s+patterns+tutorial+explained,,,,,
cybersecurity,17,OWASP SAMM,owasp-samm,https://www.youtube.com/results?search_query=OWASP+SAMM+tutorial+explained,,,,,
cybersecurity,18,Supply chain attacks,supply-chain-attacks,https://www.youtube.com/results?search_query=Supply+chain+attacks+tutorial+explained,,,,,
cybersecurity,18,Dependency provenance,dependency-provenance,https://www.youtube.com/results?search_query=Dependency+provenance+tutorial+explained,,,,,
cybersecurity,18,SLSA,slsa,https://www.youtube.com/results?search_query=SLSA+tutorial+explained,,,,,
cybersecurity,19,SOC2 Trust Services Criteria,soc2-trust-services-criteria,https://www.youtube.com/results?search_query=SOC2+Trust+Services+Criteria+tutorial+explained,,,,,
cybersecurity,19,ISO27001,iso27001,https://www.youtube.com/results?search_query=ISO27001+tutorial+explained,,,,,
cybersecurity,19,PCI DSS,pci-dss,https://www.youtube.com/results?search_query=PCI+DSS+tutorial+explained,,,,,
cybersecurity,20,Multi-factor,multi-factor,https://www.youtube.com/results?search_query=Multi-factor+tutorial+explained,,,,,
cybersecurity,20,Just-in-time access,just-in-time-access,https://www.youtube.com/results?search_query=Just-in-time+access+tutorial+explained,,,,,
cybersecurity,21,Acquisition,acquisition,https://www.youtube.com/results?search_query=Acquisition+tutorial+explained,,,,,
cybersecurity,21,File system forensics,file-system-forensics,https://www.youtube.com/results?search_query=File+system+forensics+tutorial+explained,,,,,
cybersecurity,21,Network forensics,network-forensics,https://www.youtube.com/results?search_query=Network+forensics+tutorial+explained,,,,,
cybersecurity,22,Tabletop exercises,tabletop-exercises,https://www.youtube.com/results?search_query=Tabletop+exercises+tutorial+explained,,,,,
cybersecurity,22,Atomic Red Team,atomic-red-team,https://www.youtube.com/results?search_query=Atomic+Red+Team+tutorial+explained,,,,,
cybersecurity,22,Purple team,purple-team,https://www.youtube.com/results?search_query=Purple+team+tutorial+explained,,,,,
cybersecurity,23,Specialisations,specialisations,https://www.youtube.com/results?search_query=Specialisations+tutorial+explained,,,,,
cybersecurity,23,Bug bounty as career signal,bug-bounty-as-career-signal,https://www.youtube.com/results?search_query=Bug+bounty+as+career+signal+tutorial+explained,,,,,
ai-automation,1,The automation landscape,the-automation-landscape,https://www.youtube.com/results?search_query=The+automation+landscape+tutorial+explained,,,,,
ai-automation,1,No-code vs low-code vs code,no-code-vs-low-code-vs-code,https://www.youtube.com/results?search_query=No-code+vs+low-code+vs+code+tutorial+explained,,,,,
ai-automation,1,How AI fits into automation,how-ai-fits-into-automation,https://www.youtube.com/results?search_query=How+AI+fits+into+automation+tutorial+explained,,,,,
ai-automation,2,Install n8n,install-n8n,https://www.youtube.com/results?search_query=Install+n8n+tutorial+explained,,,,,
ai-automation,2,Your first workflow,your-first-workflow,https://www.youtube.com/results?search_query=Your+first+workflow+tutorial+explained,,,,,
ai-automation,2,Add a transformation step,add-a-transformation-step,https://www.youtube.com/results?search_query=Add+a+transformation+step+tutorial+explained,,,,,
ai-automation,3,Python basics refresher,python-basics-refresher,https://www.youtube.com/results?search_query=Python+basics+refresher+tutorial+explained,,,,,
ai-automation,3,File automation,file-automation,https://www.youtube.com/results?search_query=File+automation+tutorial+explained,,,,,
ai-automation,4,Get your API key and make your first call,get-your-api-key-and-make-your-first-call,https://www.youtube.com/results?search_query=Get+your+API+key+and+make+your+first+call+tutorial+explained,,,,,
ai-automation,4,Text summarisation,text-summarisation,https://www.youtube.com/results?search_query=Text+summarisation+tutorial+explained,,,,,
ai-automation,5,System vs user prompts,system-vs-user-prompts,https://www.youtube.com/results?search_query=System+vs+user+prompts+tutorial+explained,,,,,
ai-automation,5,Output formatting — make AI return structured data,output-formatting-make-ai-return-structured-data,https://www.youtube.com/results?search_query=Output+formatting+%E2%80%94+make+AI+return+structured+data+tutorial+explained,,,,,
ai-automation,5,Few-shot prompting,few-shot-prompting,https://www.youtube.com/results?search_query=Few-shot+prompting+tutorial+explained,,,,,
ai-automation,6,The agent loop,the-agent-loop,https://www.youtube.com/results?search_query=The+agent+loop+tutorial+explained,,,,,
ai-automation,6,Function calling — giving AI tools,function-calling-giving-ai-tools,https://www.youtube.com/results?search_query=Function+calling+%E2%80%94+giving+AI+tools+tutorial+explained,,,,,
ai-automation,7,Extract structured data from a page,extract-structured-data-from-a-page,https://www.youtube.com/results?search_query=Extract+structured+data+from+a+page+tutorial+explained,,,,,
ai-automation,7,AI-powered extraction,ai-powered-extraction,https://www.youtube.com/results?search_query=AI-powered+extraction+tutorial+explained,,,,,
ai-automation,8,AI extracts data from a PDF,ai-extracts-data-from-a-pdf,https://www.youtube.com/results?search_query=AI+extracts+data+from+a+PDF+tutorial+explained,,,,,
ai-automation,8,Read and write Word documents,read-and-write-word-documents,https://www.youtube.com/results?search_query=Read+and+write+Word+documents+tutorial+explained,,,,,
ai-automation,9,Read emails with IMAP,read-emails-with-imap,https://www.youtube.com/results?search_query=Read+emails+with+IMAP+tutorial+explained,,,,,
ai-automation,9,AI email triage,ai-email-triage,https://www.youtube.com/results?search_query=AI+email+triage+tutorial+explained,,,,,
ai-automation,10,SQLite — your automation's memory,sqlite-your-automation-s-memory,https://www.youtube.com/results?search_query=SQLite+%E2%80%94+your+automation%27s+memory+tutorial+explained,,,,,
ai-automation,10,Write Excel reports with openpyxl,write-excel-reports-with-openpyxl,https://www.youtube.com/results?search_query=Write+Excel+reports+with+openpyxl+tutorial+explained,,,,,
ai-automation,10,Google Sheets integration,google-sheets-integration,https://www.youtube.com/results?search_query=Google+Sheets+integration+tutorial+explained,,,,,
ai-automation,11,Install LangChain and make your first chain,install-langchain-and-make-your-first-chain,https://www.youtube.com/results?search_query=Install+LangChain+and+make+your+first+chain+tutorial+explained,,,,,
ai-automation,12,Design your agent,design-your-agent,https://www.youtube.com/results?search_query=Design+your+agent+tutorial+explained,,,,,
ai-automation,12,Implement the tools,implement-the-tools,https://www.youtube.com/results?search_query=Implement+the+tools+tutorial+explained,,,,,
ai-automation,12,Wire up the agent,wire-up-the-agent,https://www.youtube.com/results?search_query=Wire+up+the+agent+tutorial+explained,,,,,
ai-automation,13,Workflow graphs with LangGraph,workflow-graphs-with-langgraph,https://www.youtube.com/results?search_query=Workflow+graphs+with+LangGraph+tutorial+explained,,,,,
ai-automation,13,Conditional branching,conditional-branching,https://www.youtube.com/results?search_query=Conditional+branching+tutorial+explained,,,,,
ai-automation,15,Playwright — navigate and click,playwright-navigate-and-click,https://www.youtube.com/results?search_query=Playwright+%E2%80%94+navigate+and+click+tutorial+explained,,,,,
ai-automation,15,Fill forms automatically,fill-forms-automatically,https://www.youtube.com/results?search_query=Fill+forms+automatically+tutorial+explained,,,,,
ai-automation,15,Handle login walls,handle-login-walls,https://www.youtube.com/results?search_query=Handle+login+walls+tutorial+explained,,,,,
ai-automation,16,Deploy to Railway,deploy-to-railway,https://www.youtube.com/results?search_query=Deploy+to+Railway+tutorial+explained,,,,,
ai-automation,16,Containerise with Docker,containerise-with-docker,https://www.youtube.com/results?search_query=Containerise+with+Docker+tutorial+explained,,,,,
ai-automation,17,Structured logging,structured-logging,https://www.youtube.com/results?search_query=Structured+logging+tutorial+explained,,,,,
ai-automation,17,Error alerts — notify yourself when things break,error-alerts-notify-yourself-when-things-break,https://www.youtube.com/results?search_query=Error+alerts+%E2%80%94+notify+yourself+when+things+break+tutorial+explained,,,,,
ai-automation,18,What businesses will pay for,what-businesses-will-pay-for,https://www.youtube.com/results?search_query=What+businesses+will+pay+for+tutorial+explained,,,,,
ai-automation,18,Your automation portfolio,your-automation-portfolio,https://www.youtube.com/results?search_query=Your+automation+portfolio+tutorial+explained,,,,,
ai-automation,18,Upwork profile and first proposals,upwork-profile-and-first-proposals,https://www.youtube.com/results?search_query=Upwork+profile+and+first+proposals+tutorial+explained,,,,,
ai-automation,19,Choose your project,choose-your-project,https://www.youtube.com/results?search_query=Choose+your+project+tutorial+explained,,,,,
ai-automation,19,Build — day 1,build-day-1,https://www.youtube.com/results?search_query=Build+%E2%80%94+day+1+tutorial+explained,,,,,
ai-automation,19,Build — day 2,build-day-2,https://www.youtube.com/results?search_query=Build+%E2%80%94+day+2+tutorial+explained,,,,,
ai-automation,20,Write 3 case studies,write-3-case-studies,https://www.youtube.com/results?search_query=Write+3+case+studies+tutorial+explained,,,,,
mobile-engineering,1,Install Node.js and Expo Go,install-node-js-and-expo-go,https://www.youtube.com/results?search_query=Install+Node.js+and+Expo+Go+tutorial+explained,,,,,
mobile-engineering,2,What we're adding,what-we-re-adding,https://www.youtube.com/results?search_query=What+we%27re+adding+tutorial+explained,,,,,
mobile-engineering,2,Store today's date with the state,store-today-s-date-with-the-state,https://www.youtube.com/results?search_query=Store+today%27s+date+with+the+state+tutorial+explained,,,,,
mobile-engineering,3,Plan the history view,plan-the-history-view,https://www.youtube.com/results?search_query=Plan+the+history+view+tutorial+explained,,,,,
mobile-engineering,3,Store history,store-history,https://www.youtube.com/results?search_query=Store+history+tutorial+explained,,,,,
mobile-engineering,3,Build the History screen,build-the-history-screen,https://www.youtube.com/results?search_query=Build+the+History+screen+tutorial+explained,,,,,
mobile-engineering,4,Why TypeScript,why-typescript,https://www.youtube.com/results?search_query=Why+TypeScript+tutorial+explained,,,,,
mobile-engineering,5,The form is where users quit,the-form-is-where-users-quit,https://www.youtube.com/results?search_query=The+form+is+where+users+quit+tutorial+explained,,,,,
mobile-engineering,5,Inputs that match their data,inputs-that-match-their-data,https://www.youtube.com/results?search_query=Inputs+that+match+their+data+tutorial+explained,,,,,
mobile-engineering,6,Reanimated 3,reanimated-3,https://www.youtube.com/results?search_query=Reanimated+3+tutorial+explained,,,,,
mobile-engineering,6,Layout animations,layout-animations,https://www.youtube.com/results?search_query=Layout+animations+tutorial+explained,,,,,
mobile-engineering,6,Native driver,native-driver,https://www.youtube.com/results?search_query=Native+driver+tutorial+explained,,,,,
mobile-engineering,7,Design tokens,design-tokens,https://www.youtube.com/results?search_query=Design+tokens+tutorial+explained,,,,,
mobile-engineering,7,useColorScheme,usecolorscheme,https://www.youtube.com/results?search_query=useColorScheme+tutorial+explained,,,,,
mobile-engineering,7,Custom fonts,custom-fonts,https://www.youtube.com/results?search_query=Custom+fonts+tutorial+explained,,,,,
mobile-engineering,8,AsyncStorage,asyncstorage,https://www.youtube.com/results?search_query=AsyncStorage+tutorial+explained,,,,,
mobile-engineering,8,SQLite via expo-sqlite,sqlite-via-expo-sqlite,https://www.youtube.com/results?search_query=SQLite+via+expo-sqlite+tutorial+explained,,,,,
mobile-engineering,9,Camera vs photo library,camera-vs-photo-library,https://www.youtube.com/results?search_query=Camera+vs+photo+library+tutorial+explained,,,,,
mobile-engineering,10,Location permissions,location-permissions,https://www.youtube.com/results?search_query=Location+permissions+tutorial+explained,,,,,
mobile-engineering,10,Maps,maps,https://www.youtube.com/results?search_query=Maps+tutorial+explained,,,,,
mobile-engineering,11,APNs (Apple Push Notification service),apns-apple-push-notification-service,https://www.youtube.com/results?search_query=APNs+%28Apple+Push+Notification+service%29+tutorial+explained,,,,,
mobile-engineering,11,expo-notifications,expo-notifications,https://www.youtube.com/results?search_query=expo-notifications+tutorial+explained,,,,,
mobile-engineering,13,TanStack Query on RN,tanstack-query-on-rn,https://www.youtube.com/results?search_query=TanStack+Query+on+RN+tutorial+explained,,,,,
mobile-engineering,13,Detecting network state,detecting-network-state,https://www.youtube.com/results?search_query=Detecting+network+state+tutorial+explained,,,,,
mobile-engineering,13,Background sync,background-sync,https://www.youtube.com/results?search_query=Background+sync+tutorial+explained,,,,,
mobile-engineering,14,Auth flows on mobile,auth-flows-on-mobile,https://www.youtube.com/results?search_query=Auth+flows+on+mobile+tutorial+explained,,,,,
mobile-engineering,14,Refresh tokens,refresh-tokens,https://www.youtube.com/results?search_query=Refresh+tokens+tutorial+explained,,,,,
mobile-engineering,15,iOS background modes,ios-background-modes,https://www.youtube.com/results?search_query=iOS+background+modes+tutorial+explained,,,,,
mobile-engineering,15,expo-background-fetch,expo-background-fetch,https://www.youtube.com/results?search_query=expo-background-fetch+tutorial+explained,,,,,
mobile-engineering,16,Analytics platforms,analytics-platforms,https://www.youtube.com/results?search_query=Analytics+platforms+tutorial+explained,,,,,
mobile-engineering,16,Performance monitoring,performance-monitoring,https://www.youtube.com/results?search_query=Performance+monitoring+tutorial+explained,,,,,
mobile-engineering,17,Bundle size,bundle-size,https://www.youtube.com/results?search_query=Bundle+size+tutorial+explained,,,,,
mobile-engineering,17,Memory leaks,memory-leaks,https://www.youtube.com/results?search_query=Memory+leaks+tutorial+explained,,,,,
mobile-engineering,18,Screen readers,screen-readers,https://www.youtube.com/results?search_query=Screen+readers+tutorial+explained,,,,,
mobile-engineering,18,Dynamic Type / Font Scale,dynamic-type-font-scale,https://www.youtube.com/results?search_query=Dynamic+Type+%2F+Font+Scale+tutorial+explained,,,,,
mobile-engineering,18,Touch target size,touch-target-size,https://www.youtube.com/results?search_query=Touch+target+size+tutorial+explained,,,,,
mobile-engineering,19,Plurals,plurals,https://www.youtube.com/results?search_query=Plurals+tutorial+explained,,,,,
mobile-engineering,20,Mocking native modules in tests,mocking-native-modules-in-tests,https://www.youtube.com/results?search_query=Mocking+native+modules+in+tests+tutorial+explained,,,,,
mobile-engineering,21,EAS Build,eas-build,https://www.youtube.com/results?search_query=EAS+Build+tutorial+explained,,,,,
mobile-engineering,21,Android signing,android-signing,https://www.youtube.com/results?search_query=Android+signing+tutorial+explained,,,,,
mobile-engineering,21,Splash screens,splash-screens,https://www.youtube.com/results?search_query=Splash+screens+tutorial+explained,,,,,
mobile-engineering,22,EAS Update,eas-update,https://www.youtube.com/results?search_query=EAS+Update+tutorial+explained,,,,,
mobile-engineering,22,What's safe to OTA,what-s-safe-to-ota,https://www.youtube.com/results?search_query=What%27s+safe+to+OTA+tutorial+explained,,,,,
mobile-engineering,23,Keyword research,keyword-research,https://www.youtube.com/results?search_query=Keyword+research+tutorial+explained,,,,,
mobile-engineering,23,Screenshots,screenshots,https://www.youtube.com/results?search_query=Screenshots+tutorial+explained,,,,,
mobile-engineering,23,Ratings and reviews,ratings-and-reviews,https://www.youtube.com/results?search_query=Ratings+and+reviews+tutorial+explained,,,,,
full-stack-web,1,How the web works,how-the-web-works,https://www.youtube.com/results?search_query=How+the+web+works+tutorial+explained,,,,,
full-stack-web,2,JavaScript in 100 seconds,javascript-in-100-seconds,https://www.youtube.com/results?search_query=JavaScript+in+100+seconds+tutorial+explained,,,,,
full-stack-web,2,Hello JavaScript,hello-javascript,https://www.youtube.com/results?search_query=Hello+JavaScript+tutorial+explained,,,,,
full-stack-web,3,Why HTML forms,why-html-forms,https://www.youtube.com/results?search_query=Why+HTML+forms+tutorial+explained,,,,,
full-stack-web,3,Add the form,add-the-form,https://www.youtube.com/results?search_query=Add+the+form+tutorial+explained,,,,,
full-stack-web,4,What is Astro?,what-is-astro,https://www.youtube.com/results?search_query=What+is+Astro%3F+tutorial+explained,,,,,
full-stack-web,5,Components,components,https://www.youtube.com/results?search_query=Components+tutorial+explained,,,,,
