track,week,concept,concept_key,search_url,status,video_id,duration_min,creator,why
devops-cloud,13,Terraform fundamentals,terraform-fundamentals,https://www.youtube.com/results?search_query=Terraform+fundamentals+tutorial+explained,,https://www.youtube.com/watch?v=tomUWcQ0P3k,3,Fireship,
devops-cloud,15,Lock-in inventory,lock-in-inventory,https://www.youtube.com/results?search_query=Lock-in+inventory+tutorial+explained,,,,,
devops-cloud,15,Cloudflare Workers + Pages,cloudflare-workers-pages,https://www.youtube.com/results?search_query=Cloudflare+Workers+%2B+Pages+tutorial+explained,,,,,
devops-cloud,20,Blameless post-mortems,blameless-post-mortems,https://www.youtube.com/results?search_query=Blameless+post-mortems+tutorial+explained,,,,,
devops-cloud,22,Application-level backup tools,application-level-backup-tools,https://www.youtube.com/results?search_query=Application-level+backup+tools+tutorial+explained,,https://www.youtube.com/watch?v=07EHsPuKXc0,10,IBM Technology,
devops-cloud,24,Picking a scope,picking-a-scope,https://www.youtube.com/results?search_query=Picking+a+scope+tutorial+explained,,,,,
bi-analytics,2,Enable drillthrough,enable-drillthrough,https://www.youtube.com/results?search_query=Enable+drillthrough+tutorial+explained,,https://www.youtube.com/watch?v=eYxRHJ0hB_E,4,Guy in a Cube,
bi-analytics,3,Create roles,create-roles,https://www.youtube.com/results?search_query=Create+roles+tutorial+explained,,,,,
bi-analytics,6,Iterator functions,iterator-functions,https://www.youtube.com/results?search_query=Iterator+functions+tutorial+explained,,,,,
bi-analytics,6,Filter context vs row context,filter-context-vs-row-context,https://www.youtube.com/results?search_query=Filter+context+vs+row+context+tutorial+explained,,,,,
bi-analytics,8,Dimensional modelling,dimensional-modelling,https://www.youtube.com/results?search_query=Dimensional+modelling+tutorial+explained,,,,,
bi-analytics,9,Descriptive statistics,descriptive-statistics,https://www.youtube.com/results?search_query=Descriptive+statistics+tutorial+explained,,,,,
bi-analytics,9,Distributions,distributions,https://www.youtube.com/results?search_query=Distributions+tutorial+explained,,,,,
bi-analytics,9,Correlation and causation,correlation-and-causation,https://www.youtube.com/results?search_query=Correlation+and+causation+tutorial+explained,,,,,
bi-analytics,10,t-test,t-test,https://www.youtube.com/results?search_query=t-test+tutorial+explained,,,,,
bi-analytics,11,Narrative structure for data presentations,narrative-structure-for-data-presentations,https://www.youtube.com/results?search_query=Narrative+structure+for+data+presentations+tutorial+explained,,,,,
bi-analytics,15,BI portfolio requirements,bi-portfolio-requirements,https://www.youtube.com/results?search_query=BI+portfolio+requirements+tutorial+explained,,,,,
bi-analytics,15,LinkedIn optimisation for BI roles,linkedin-optimisation-for-bi-roles,https://www.youtube.com/results?search_query=LinkedIn+optimisation+for+BI+roles+tutorial+explained,,,,,
data-analysis,3,Form a testable hypothesis,form-a-testable-hypothesis,https://www.youtube.com/results?search_query=Form+a+testable+hypothesis+tutorial+explained,,,,,
data-analysis,3,Scatter plot: Discount vs Profit,scatter-plot-discount-vs-profit,https://www.youtube.com/results?search_query=Scatter+plot%3A+Discount+vs+Profit+tutorial+explained,,,,,
data-analysis,4,What customer lifetime value is,what-customer-lifetime-value-is,https://www.youtube.com/results?search_query=What+customer+lifetime+value+is+tutorial+explained,,,,,
data-analysis,4,Compute CLV per customer,compute-clv-per-customer,https://www.youtube.com/results?search_query=Compute+CLV+per+customer+tutorial+explained,,,,,
data-analysis,4,Segment customers by value,segment-customers-by-value,https://www.youtube.com/results?search_query=Segment+customers+by+value+tutorial+explained,,,,,
data-analysis,5,SELECT — read columns from a table,select-read-columns-from-a-table,https://www.youtube.com/results?search_query=SELECT+%E2%80%94+read+columns+from+a+table+tutorial+explained,,,,,
data-analysis,6,Samples and selection bias,samples-and-selection-bias,https://www.youtube.com/results?search_query=Samples+and+selection+bias+tutorial+explained,,,,,
data-analysis,6,Confidence intervals,confidence-intervals,https://www.youtube.com/results?search_query=Confidence+intervals+tutorial+explained,,https://www.youtube.com/watch?v=TqOeMYtOc1w,7,StatQuest with Josh Starmer,
data-analysis,6,Correlation,correlation,https://www.youtube.com/results?search_query=Correlation+tutorial+explained,,,,,
data-analysis,8,"The deck is an argument, not a dump",the-deck-is-an-argument-not-a-dump,https://www.youtube.com/results?search_query=The+deck+is+an+argument%2C+not+a+dump+tutorial+explained,,,,,
data-analysis,8,Slide 1 — the headline (BLUF),slide-1-the-headline-bluf,https://www.youtube.com/results?search_query=Slide+1+%E2%80%94+the+headline+%28BLUF%29+tutorial+explained,,,,,
data-analysis,8,Slides 2-4 — one finding per slide,slides-2-4-one-finding-per-slide,https://www.youtube.com/results?search_query=Slides+2-4+%E2%80%94+one+finding+per+slide+tutorial+explained,,,,,
data-analysis,9,Find the rough edges,find-the-rough-edges,https://www.youtube.com/results?search_query=Find+the+rough+edges+tutorial+explained,,,,,
data-analysis,9,Fix the rough edges,fix-the-rough-edges,https://www.youtube.com/results?search_query=Fix+the+rough+edges+tutorial+explained,,,,,
data-analysis,9,Reformat the memo as a polished doc,reformat-the-memo-as-a-polished-doc,https://www.youtube.com/results?search_query=Reformat+the+memo+as+a+polished+doc+tutorial+explained,,,,,
data-analysis,10,Why people analytics,why-people-analytics,https://www.youtube.com/results?search_query=Why+people+analytics+tutorial+explained,,,,,
data-analysis,10,Load and inspect,load-and-inspect,https://www.youtube.com/results?search_query=Load+and+inspect+tutorial+explained,,,,,
data-analysis,10,Attrition by department,attrition-by-department,https://www.youtube.com/results?search_query=Attrition+by+department+tutorial+explained,,,,,
data-analysis,11,Attrition by tenure band,attrition-by-tenure-band,https://www.youtube.com/results?search_query=Attrition+by+tenure+band+tutorial+explained,,https://www.youtube.com/watch?v=fvgcx8QLqZU,29,"Learn Microsoft Fabric, Power BI, SQL Amit Chandak",
data-analysis,12,Build the dashboard,build-the-dashboard,https://www.youtube.com/results?search_query=Build+the+dashboard+tutorial+explained,,,,,
data-analysis,12,Make it interactive (filters),make-it-interactive-filters,https://www.youtube.com/results?search_query=Make+it+interactive+%28filters%29+tutorial+explained,,,,,
data-analysis,13,List the rough edges,list-the-rough-edges,https://www.youtube.com/results?search_query=List+the+rough+edges+tutorial+explained,,,,,
data-analysis,15,What is a funnel?,what-is-a-funnel,https://www.youtube.com/results?search_query=What+is+a+funnel%3F+tutorial+explained,,,,,
data-analysis,15,Get the Olist data,get-the-olist-data,https://www.youtube.com/results?search_query=Get+the+Olist+data+tutorial+explained,,,,,
data-analysis,16,What's a cohort?,what-s-a-cohort,https://www.youtube.com/results?search_query=What%27s+a+cohort%3F+tutorial+explained,,,,,
data-analysis,16,First-purchase month per customer,first-purchase-month-per-customer,https://www.youtube.com/results?search_query=First-purchase+month+per+customer+tutorial+explained,,,,,
data-analysis,17,What an A/B test really is,what-an-a-b-test-really-is,https://www.youtube.com/results?search_query=What+an+A%2FB+test+really+is+tutorial+explained,,,,,
data-analysis,17,Simulate the two groups,simulate-the-two-groups,https://www.youtube.com/results?search_query=Simulate+the+two+groups+tutorial+explained,,,,,
data-analysis,17,Compute the lift,compute-the-lift,https://www.youtube.com/results?search_query=Compute+the+lift+tutorial+explained,,,,,
data-analysis,18,Dashboard layout,dashboard-layout,https://www.youtube.com/results?search_query=Dashboard+layout+tutorial+explained,,,,,
data-analysis,18,The funnel chart,the-funnel-chart,https://www.youtube.com/results?search_query=The+funnel+chart+tutorial+explained,,,,,
data-analysis,19,List the rough edges,list-the-rough-edges,https://www.youtube.com/results?search_query=List+the+rough+edges+tutorial+explained,,,,,
data-analysis,23,Trend chart,trend-chart,https://www.youtube.com/results?search_query=Trend+chart+tutorial+explained,,,,,
data-analysis,24,Page 4 — Operations,page-4-operations,https://www.youtube.com/results?search_query=Page+4+%E2%80%94+Operations+tutorial+explained,,,,,
data-analysis,25,Why storytelling beats analysis,why-storytelling-beats-analysis,https://www.youtube.com/results?search_query=Why+storytelling+beats+analysis+tutorial+explained,,,,,
data-analysis,25,Distil it to ONE sentence,distil-it-to-one-sentence,https://www.youtube.com/results?search_query=Distil+it+to+ONE+sentence+tutorial+explained,,,,,
data-analysis,25,Slide as visual hierarchy,slide-as-visual-hierarchy,https://www.youtube.com/results?search_query=Slide+as+visual+hierarchy+tutorial+explained,,,,,
data-analysis,27,Audit what you have,audit-what-you-have,https://www.youtube.com/results?search_query=Audit+what+you+have+tutorial+explained,,,,,
data-engineering,6,Airflow DAGs,airflow-dags,https://www.youtube.com/results?search_query=Airflow+DAGs+tutorial+explained,,,,,
data-engineering,12,Understand the source API,understand-the-source-api,https://www.youtube.com/results?search_query=Understand+the+source+API+tutorial+explained,,,,,
data-engineering,13,Choose the file format,choose-the-file-format,https://www.youtube.com/results?search_query=Choose+the+file+format+tutorial+explained,,,,,
data-engineering,13,Design the partition scheme,design-the-partition-scheme,https://www.youtube.com/results?search_query=Design+the+partition+scheme+tutorial+explained,,,,,
data-engineering,14,Stage raw into the warehouse,stage-raw-into-the-warehouse,https://www.youtube.com/results?search_query=Stage+raw+into+the+warehouse+tutorial+explained,,,,,
data-engineering,15,Write staging models,write-staging-models,https://www.youtube.com/results?search_query=Write+staging+models+tutorial+explained,,,,,
data-engineering,16,Design the dimensional model,design-the-dimensional-model,https://www.youtube.com/results?search_query=Design+the+dimensional+model+tutorial+explained,,,,,
data-engineering,16,Build dimension models,build-dimension-models,https://www.youtube.com/results?search_query=Build+dimension+models+tutorial+explained,,,,,
data-engineering,17,Map the full DAG,map-the-full-dag,https://www.youtube.com/results?search_query=Map+the+full+DAG+tutorial+explained,,,,,
data-engineering,18,Identify the streaming use case,identify-the-streaming-use-case,https://www.youtube.com/results?search_query=Identify+the+streaming+use+case+tutorial+explained,,,,,
data-engineering,18,Set up the event source,set-up-the-event-source,https://www.youtube.com/results?search_query=Set+up+the+event+source+tutorial+explained,,,,,
data-engineering,19,Add source-freshness checks,add-source-freshness-checks,https://www.youtube.com/results?search_query=Add+source-freshness+checks+tutorial+explained,,,,,
data-engineering,21,Choose the serving approach,choose-the-serving-approach,https://www.youtube.com/results?search_query=Choose+the+serving+approach+tutorial+explained,,,,,
data-engineering,21,Connect the BI tool,connect-the-bi-tool,https://www.youtube.com/results?search_query=Connect+the+BI+tool+tutorial+explained,,,,,
data-engineering,24,Document the architecture,document-the-architecture,https://www.youtube.com/results?search_query=Document+the+architecture+tutorial+explained,,,,,
ml-engineering,3,Install Optuna,install-optuna,https://www.youtube.com/results?search_query=Install+Optuna+tutorial+explained,,,,,
ml-engineering,6,Decision trees,decision-trees,https://www.youtube.com/results?search_query=Decision+trees+tutorial+explained,,https://www.youtube.com/watch?v=_L39rN6gz7Y,19,StatQuest with Josh Starmer,
ml-engineering,9,nn.Module,nn-module,https://www.youtube.com/results?search_query=nn.Module+tutorial+explained,,,,,
ml-engineering,12,Autoencoders,autoencoders,https://www.youtube.com/results?search_query=Autoencoders+tutorial+explained,,https://www.youtube.com/watch?v=qiUEgSCyY5o,5,IBM Technology,
ml-engineering,13,What to track,what-to-track,https://www.youtube.com/results?search_query=What+to+track+tutorial+explained,,,,,
ml-engineering,13,MLflow,mlflow,https://www.youtube.com/results?search_query=MLflow+tutorial+explained,,https://www.youtube.com/watch?v=VokAGy8C6K4,13,Krish Naik,
ml-engineering,14,GPU memory hierarchy,gpu-memory-hierarchy,https://www.youtube.com/results?search_query=GPU+memory+hierarchy+tutorial+explained,,,,,
ml-engineering,14,DataParallel vs DistributedDataParallel,dataparallel-vs-distributeddataparallel,https://www.youtube.com/results?search_query=DataParallel+vs+DistributedDataParallel+tutorial+explained,,,,,
ml-engineering,18,What can go wrong in production,what-can-go-wrong-in-production,https://www.youtube.com/results?search_query=What+can+go+wrong+in+production+tutorial+explained,,,,,
ml-engineering,18,Concept drift,concept-drift,https://www.youtube.com/results?search_query=Concept+drift+tutorial+explained,,,,,
ml-engineering,19,Why offline metrics aren't enough,why-offline-metrics-aren-t-enough,https://www.youtube.com/results?search_query=Why+offline+metrics+aren%27t+enough+tutorial+explained,,,,,
ml-engineering,19,Two-sample tests,two-sample-tests,https://www.youtube.com/results?search_query=Two-sample+tests+tutorial+explained,,,,,
ml-engineering,20,Collaborative filtering,collaborative-filtering,https://www.youtube.com/results?search_query=Collaborative+filtering+tutorial+explained,,,,,
ml-engineering,23,SHAP,shap,https://www.youtube.com/results?search_query=SHAP+tutorial+explained,,,,,
data-science,3,GroupBy on multiple columns,groupby-on-multiple-columns,https://www.youtube.com/results?search_query=GroupBy+on+multiple+columns+tutorial+explained,,,,,
data-science,4,Load TaxiPulse data into SQL,load-taxipulse-data-into-sql,https://www.youtube.com/results?search_query=Load+TaxiPulse+data+into+SQL+tutorial+explained,,https://www.youtube.com/watch?v=pJYl40yKoLE,11,Google Cloud Beginner,
data-science,6,T-test between two groups,t-test-between-two-groups,https://www.youtube.com/results?search_query=T-test+between+two+groups+tutorial+explained,,,,,
data-science,7,Save the model,save-the-model,https://www.youtube.com/results?search_query=Save+the+model+tutorial+explained,,,,,
data-science,8,Ethics + robots.txt,ethics-robots-txt,https://www.youtube.com/results?search_query=Ethics+%2B+robots.txt+tutorial+explained,,,,,
data-science,10,What 'polish' means,what-polish-means,https://www.youtube.com/results?search_query=What+%27polish%27+means+tutorial+explained,,,,,
data-science,10,Fix the top issues,fix-the-top-issues,https://www.youtube.com/results?search_query=Fix+the+top+issues+tutorial+explained,,,,,
data-science,13,Why hand-label,why-hand-label,https://www.youtube.com/results?search_query=Why+hand-label+tutorial+explained,,,,,
data-science,14,What an A/B test really is,what-an-a-b-test-really-is,https://www.youtube.com/results?search_query=What+an+A%2FB+test+really+is+tutorial+explained,,,,,
data-science,16,Why interpretability matters,why-interpretability-matters,https://www.youtube.com/results?search_query=Why+interpretability+matters+tutorial+explained,,https://www.youtube.com/watch?v=TxhhMTOTMDg,4,Anthropic,
data-science,20,What's left to ship,what-s-left-to-ship,https://www.youtube.com/results?search_query=What%27s+left+to+ship+tutorial+explained,,,,,
data-science,20,Fix the rough edges,fix-the-rough-edges,https://www.youtube.com/results?search_query=Fix+the+rough+edges+tutorial+explained,,,,,
data-science,21,Get the dataset + set up,get-the-dataset-set-up,https://www.youtube.com/results?search_query=Get+the+dataset+%2B+set+up+tutorial+explained,,,,,
data-science,22,Stationarity check — ADF test,stationarity-check-adf-test,https://www.youtube.com/results?search_query=Stationarity+check+%E2%80%94+ADF+test+tutorial+explained,,,,,
data-science,23,What Prophet is,what-prophet-is,https://www.youtube.com/results?search_query=What+Prophet+is+tutorial+explained,,,,,
data-science,23,Install + format data,install-format-data,https://www.youtube.com/results?search_query=Install+%2B+format+data+tutorial+explained,,,,,
data-science,23,Fit Prophet,fit-prophet,https://www.youtube.com/results?search_query=Fit+Prophet+tutorial+explained,,,,,
data-science,24,Prepare windowed data,prepare-windowed-data,https://www.youtube.com/results?search_query=Prepare+windowed+data+tutorial+explained,,,,,
data-science,27,Pick the winner,pick-the-winner,https://www.youtube.com/results?search_query=Pick+the+winner+tutorial+explained,,,,,
